"","Month","Year","U.S. merchandise exports to the World","U.S. agricultural exports to the World","Bulk","Corn","Cotton","Rice","Soybeans","Tobacco","Wheat","Intermediates","Soymeal","Soybean & Vegetable Oil","Feeds & Fodders","Distillers Grain","Hides & Skins","Consumer Oriented","Tree Nuts","Dairy Products","Prepared Food","Fresh & Processed Fruit","Fresh & Processed Vegetables","Juices & Beverages","Beef & Beef Products","Pork & Pork Products","Poultry Meat & Products","Wine & Beer","Agricultural Related 5/","Season"
"114","6","1979","89.2078857421875","83.482643127441406","71.609870910644531","98.546096801757812","68.059158325195312","72.312568664550781","54.894317626953125","78.626983642578125","80.692558288574219","85.374786376953125","104.26905059814453","75.249748229980469","83.859306335449219","76.144874572753906","60.65789794921875","96.494636535644531","86.314231872558594","84.033058166503906","100.00395965576172","96.176490783691406","100.53459930419922","101.90860748291016","101.31986999511719","100.62274932861328","93.983238220214844","93.1728515625","84.221076965332031","Summer"
"115","7","1979","88.05126953125","82.7882080078125","71.055023193359375","98.177536010742188","67.574150085449219","72.216239929199219","54.293720245361328","77.54229736328125","80.153045654296875","84.539016723632812","103.58258819580078","74.430168151855469","83.105278015136719","75.552017211914062","60.231086730957031","95.876754760742188","85.472793579101562","83.425468444824219","99.310394287109375","95.405677795410156","99.917549133300781","101.1395263671875","101.06784820556641","100.1824951171875","94.155609130859375","91.063682556152344","83.023956298828125","Summer"
"116","8","1979","88.349166870117188","83.155815124511719","71.238395690917969","98.822532653808594","67.404533386230469","72.518714904785156","54.484859466552734","77.635345458984375","80.047607421875","84.711311340332031","103.57598876953125","74.636344909667969","83.418411254882812","75.548614501953125","60.466770172119141","96.511116027832031","85.727378845214844","83.446670532226562","99.954147338867188","96.123672485351562","100.94332885742188","102.10064697265625","101.6578369140625","101.23292541503906","94.382606506347656","91.726066589355469","83.654380798339844","Summer"
"117","9","1979","88.127655029296875","83.039360046386719","71.139389038085938","99.0433349609375","67.037055969238281","72.483245849609375","54.373935699462891","76.965736389160156","79.987380981445312","84.483070373535156","103.17761993408203","74.409187316894531","83.362869262695312","75.204185485839844","60.192272186279297","96.409652709960938","85.297027587890625","83.372489929199219","99.720710754394531","96.011138916015625","100.86019134521484","101.86268615722656","101.65430450439453","101.69310760498047","94.119636535644531","91.689033508300781","83.615974426269531","Autumn"
"118","10","1979","88.496246337890625","83.341590881347656","71.242897033691406","99.769065856933594","66.630043029785156","72.60968017578125","54.372234344482422","77.055587768554688","80.192070007324219","84.613563537597656","103.11801910400391","74.553237915039062","83.670440673828125","75.013984680175781","60.203937530517578","96.976669311523438","85.351043701171875","83.473121643066406","100.31415557861328","96.719078063964844","101.80936431884766","102.68103790283203","102.15982818603516","102.809326171875","94.025276184082031","92.445999145507812","84.217033386230469","Autumn"
"119","11","1979","88.959739685058594","84.155349731445312","72.01568603515625","102.12693023681641","66.484405517578125","73.261146545410156","54.816146850585938","77.045516967773438","81.229698181152344","85.027717590332031","103.23715209960938","74.652198791503906","84.796371459960938","75.188919067382812","60.428062438964844","98.024169921875","85.752914428710938","84.005508422851562","100.88689422607422","97.723182678222656","103.16375732421875","103.52494049072266","103.67877197265625","105.62325286865234","94.352203369140625","93.159843444824219","85.113723754882812","Autumn"
"120","12","1979","88.6539306640625","83.659828186035156","71.545692443847656","101.33519744873047","66.154983520507812","72.572479248046875","54.459171295166016","76.151123046875","80.925628662109375","84.533607482910156","102.68387603759766","74.180938720703125","84.251640319824219","74.664718627929688","59.930496215820312","97.427284240722656","84.883544921875","83.663993835449219","100.50345611572266","97.139801025390625","102.5770263671875","102.98867034912109","102.96055603027344","104.80625915527344","93.891082763671875","92.215316772460938","84.846588134765625","Winter"
"121","1","1980","88.859573364257812","84.030624389648438","71.668479919433594","101.63764953613281","67.3448486328125","72.638648986816406","54.394561767578125","77.137428283691406","80.601982116699219","84.729759216308594","103.11539459228516","74.169082641601562","84.446456909179688","74.566276550292969","61.435688018798828","98.2391357421875","87.413749694824219","83.361686706542969","100.86307525634766","98.022377014160156","102.85312652587891","103.43479919433594","103.79936218261719","105.40979766845703","96.076850891113281","92.522941589355469","85.213279724121094","Winter"
"122","2","1980","89.633964538574219","85.137283325195312","73.083587646484375","102.76605987548828","71.703842163085938","74.350112915039062","55.238292694091797","78.988510131835938","81.338691711425781","85.802207946777344","104.34329986572266","75.009994506835938","85.686500549316406","75.74859619140625","62.333938598632812","98.998497009277344","89.865020751953125","83.655738830566406","101.07042694091797","98.5213623046875","103.38295745849609","103.74378967285156","104.39059448242188","106.80672454833984","96.987648010253906","92.704849243164062","86.032623291015625","Winter"
"123","3","1980","91.81927490234375","86.9105224609375","74.578414916992188","103.81609344482422","72.797218322753906","75.064697265625","56.979938507080078","82.048416137695312","82.501754760742188","87.386970520019531","105.54443359375","76.747138977050781","87.178115844726562","76.935585021972656","63.9005126953125","100.96681976318359","92.802581787109375","84.706611633300781","102.89457702636719","100.59201049804688","105.52053070068359","106.15589904785156","105.67292022705078","108.71640777587891","98.567153930664062","95.513076782226562","88.546134948730469","Spring"
"124","4","1980","92.202888488769531","87.263092041015625","74.754966735839844","103.80340576171875","73.137382507324219","75.122322082519531","57.111125946044922","82.767593383789062","82.7867431640625","87.673896789550781","105.96714782714844","77.248275756835938","87.317695617675781","76.972976684570312","64.068138122558594","101.50095367431641","93.461563110351562","84.939506530761719","103.60302734375","101.13233947753906","106.39952087402344","107.23656463623047","105.90957641601562","109.09257507324219","98.61260986328125","95.704437255859375","89.17132568359375","Spring"
"125","5","1980","90.054336547851562","85.028854370117188","72.676605224609375","100.19541931152344","71.546905517578125","73.252983093261719","55.419757843017578","80.642349243164062","81.026123046875","85.817459106445312","104.45941162109375","76.017135620117188","84.689361572265625","75.426185607910156","62.4293212890625","99.037483215332031","91.012130737304688","83.439949035644531","101.73511505126953","98.616958618164062","103.65634918212891","104.93477630615234","103.33423614501953","104.65321350097656","97.2852783203125","93.130126953125","86.517768859863281","Spring"
"126","6","1980","89.107582092285156","84.033843994140625","71.8861083984375","98.733604431152344","71.257545471191406","72.410499572753906","54.801815032958984","80.045257568359375","80.167076110839844","85.037147521972656","103.78793334960938","75.37872314453125","83.711997985839844","74.866302490234375","61.996509552001953","97.743263244628906","90.347282409667969","82.707572937011719","100.38608551025391","97.268806457519531","101.82255554199219","103.31221008300781","102.065185546875","102.75232696533203","96.704368591308594","91.878166198730469","85.28106689453125","Summer"
"127","7","1980","87.891365051269531","83.193649291992188","71.117835998535156","98.461341857910156","70.354110717773438","71.816635131835938","54.195648193359375","78.856781005859375","78.657081604003906","83.998497009277344","102.72861480712891","74.325065612792969","83.072677612304688","73.985664367675781","61.482936859130859","96.94830322265625","89.327980041503906","81.657493591308594","99.469184875488281","96.542144775390625","101.24755096435547","102.49253845214844","101.35153961181641","102.44882202148438","95.729766845703125","90.749610900878906","84.413986206054688","Summer"
"128","8","1980","88.420303344726562","83.825263977050781","71.800735473632812","99.522956848144531","70.818962097167969","72.165107727050781","54.889629364013672","79.933647155761719","79.057296752929688","84.442092895507812","103.06343078613281","74.742988586425781","83.752113342285156","74.30950927734375","62.205390930175781","97.530570983886719","90.284500122070312","81.817344665527344","99.783676147460938","97.156990051269531","101.85573577880859","103.09357452392578","101.99390411376953","103.45915222167969","96.017906188964844","91.43896484375","85.240493774414062","Summer"
"129","9","1980","88.133064270019531","83.2962646484375","71.136398315429688","97.59228515625","70.390861511230469","71.343780517578125","54.629734039306641","79.95465087890625","78.293624877929688","84.044662475585938","102.69322204589844","74.649627685546875","82.879470825195312","74.017082214355469","62.087974548339844","97.102943420410156","90.364982604980469","81.448295593261719","99.687858581542969","96.826263427734375","101.29942321777344","102.97960662841797","101.04277801513672","101.69892120361328","96.3538818359375","91.225456237792969","84.795463562011719","Autumn"
"130","10","1980","88.443893432617188","83.484458923339844","71.291793823242188","97.174514770507812","70.736953735351562","71.110015869140625","55.023323059082031","80.93487548828125","78.098091125488281","84.241539001464844","102.79378509521484","75.070381164550781","82.824409484863281","74.191238403320312","62.622272491455078","97.245315551757812","91.138557434082031","81.493667602539062","99.839790344238281","96.999122619628906","101.30995941162109","103.35749816894531","101.02184295654297","101.26237487792969","96.658134460449219","91.603858947753906","85.222068786621094","Autumn"
"131","11","1980","89.633872985839844","84.696479797363281","72.471954345703125","98.586509704589844","72.122978210449219","71.75335693359375","56.217781066894531","82.749679565429688","78.703018188476562","85.315437316894531","103.64488983154297","76.252738952636719","84.052581787109375","75.193466186523438","64.030868530273438","98.425331115722656","93.1939697265625","82.118064880371094","100.72675323486328","98.138015747070312","102.44702911376953","104.70733642578125","102.31758117675781","102.64798736572266","97.435882568359375","92.9276123046875","86.790374755859375","Autumn"
"132","12","1980","90.474578857421875","85.330238342285156","72.979179382324219","98.345069885253906","72.626495361328125","71.67449951171875","56.986686706542969","84.283821105957031","79.170860290527344","85.889495849609375","104.13248443603516","77.202880859375","84.539848327636719","75.679931640625","64.690238952636719","99.108634948730469","94.723869323730469","82.331077575683594","101.50604248046875","99.013259887695312","103.29902648925781","105.88796234130859","102.3272705078125","102.65670013427734","97.802154541015625","94.328109741210938","87.850410461425781","Winter"
"133","1","1981","89.855178833007812","84.606163024902344","72.488319396972656","96.951126098632812","72.227310180664062","70.811370849609375","57.049140930175781","84.505195617675781","78.015815734863281","85.212089538574219","103.30852508544922","76.994606018066406","83.645271301269531","75.415016174316406","64.599861145019531","98.042083740234375","94.650093078613281","81.558830261230469","100.48100280761719","97.971221923828125","101.90164184570312","104.87713623046875","100.78301239013672","100.72525024414062","97.142364501953125","93.349845886230469","87.153144836425781","Winter"
"134","2","1981","91.778602600097656","86.364669799804688","74.27764892578125","98.325225830078125","74.260543823242188","71.67999267578125","59.105869293212891","87.907440185546875","79.053001403808594","86.841361999511719","104.59828186035156","78.621299743652344","85.346244812011719","76.883636474609375","66.555709838867188","99.556114196777344","97.948738098144531","82.452606201171875","101.54708099365234","99.451484680175781","103.20150756835938","106.50856781005859","101.87297821044922","102.38917541503906","98.182373046875","95.662315368652344","89.59423828125","Winter"
"135","3","1981","91.632514953613281","86.566375732421875","74.832122802734375","98.973052978515625","74.580535888671875","72.02337646484375","59.698833465576172","87.895973205566406","79.816146850585938","86.862503051757812","104.65348815917969","78.633140563964844","85.639976501464844","77.181800842285156","66.867622375488281","99.404594421386719","97.797447204589844","82.460601806640625","101.08787536621094","99.249374389648438","102.90852355957031","105.99508666992188","101.66498565673828","102.83353424072266","98.136810302734375","95.668609619140625","89.688133239746094","Spring"
"136","4","1981","92.259445190429688","87.326301574707031","75.6763916015625","99.765411376953125","75.47607421875","72.468605041503906","60.768074035644531","89.160758972167969","80.023567199707031","87.438697814941406","105.02141571044922","79.295829772949219","86.308280944824219","77.621849060058594","67.941726684570312","100.03711700439453","98.999855041503906","82.761451721191406","101.35334014892578","99.838653564453125","103.52610015869141","106.55900573730469","102.13038635253906","104.0750732421875","98.604225158691406","96.403518676757812","90.744590759277344","Spring"
"137","5","1981","94.085990905761719","89.041496276855469","77.446212768554688","101.08860778808594","77.244369506835938","73.282501220703125","62.790130615234375","92.181930541992188","81.4461669921875","88.990264892578125","106.37361145019531","81.148300170898438","87.954421997070312","79.165031433105469","69.664886474609375","101.52548980712891","101.98802185058594","83.87646484375","102.42972564697266","101.29171752929688","104.80643463134766","108.14223480224609","103.32252502441406","105.58504486083984","99.715362548828125","98.700126647949219","93.088851928710938","Spring"
"138","6","1981","95.298408508300781","90.145561218261719","78.643165588378906","101.793212890625","78.377861022949219","74.065467834472656","64.149765014648438","93.854217529296875","82.683181762695312","89.998039245605469","107.15533447265625","82.113761901855469","89.04425048828125","80.175125122070312","70.694068908691406","102.39397430419922","104.327880859375","84.540115356445312","102.82442474365234","102.06887817382812","105.26972198486328","108.70303344726562","103.78841400146484","106.78912353515625","100.52810668945312","100.50823974609375","94.626197814941406","Summer"
"139","7","1981","96.642440795898438","91.485343933105469","79.766616821289062","103.71163940429688","79.600456237792969","75.202301025390625","64.811470031738281","95.571533203125","83.943717956542969","91.177200317382812","108.43046569824219","83.136085510253906","90.469596862792969","81.038307189941406","71.4522705078125","103.97606658935547","106.74844360351562","85.355567932128906","104.01693725585938","103.64562225341797","106.86796569824219","110.17411041259766","105.38254547119141","109.03618621826172","101.59368896484375","102.90479278564453","96.311500549316406","Summer"
"140","8","1981","99.871551513671875","93.18133544921875","81.234489440917969","104.84748840332031","81.519966125488281","76.010498046875","66.3348388671875","97.574867248535156","85.319938659667969","93.497756958007812","109.37391662597656","84.428642272949219","92.054908752441406","82.185874938964844","73.07232666015625","105.56440734863281","109.44273376464844","86.196487426757812","106.05154418945312","105.06465148925781","108.23545074462891","111.78079223632812","106.50184631347656","110.53908538818359","103.01971435546875","104.76972198486328","98.094459533691406","Summer"
"141","9","1981","98.487602233886719","92.145980834960938","80.398841857910156","104.1483154296875","80.878341674804688","75.310592651367188","65.415382385253906","95.094711303710938","84.726211547851562","92.485511779785156","108.67805480957031","83.216163635253906","91.133102416992188","81.402786254882812","72.269454956054688","104.49411010742188","107.54087829589844","85.783859252929688","104.94643402099609","104.06409454345703","106.87092590332031","110.00003051757812","105.72048187255859","109.51250457763672","102.99353790283203","103.45455932617188","96.363517761230469","Autumn"
"142","10","1981","97.603507995605469","91.838798522949219","80.476982116699219","104.74148559570312","80.965286254882812","75.619338989257812","65.414619445800781","92.82269287109375","84.861488342285156","91.968002319335938","108.24642944335938","82.538825988769531","90.901283264160156","81.383918762207031","72.145538330078125","103.92517852783203","105.97705841064453","85.437286376953125","104.46096801757812","103.48651123046875","106.56510925292969","109.18424224853516","105.29574584960938","109.39255523681641","102.41875457763672","102.1937255859375","95.655532836914062","Autumn"
"143","11","1981","96.410415649414062","90.8575439453125","79.863021850585938","103.89107513427734","80.717132568359375","75.040435791015625","64.964912414550781","91.247245788574219","83.977973937988281","91.172645568847656","107.56304931640625","81.821739196777344","90.175811767578125","81.064559936523438","71.634971618652344","102.47830200195312","104.1072998046875","84.865669250488281","103.15123748779297","101.97118377685547","104.93105316162109","107.59930419921875","104.12641906738281","107.66193389892578","101.09358978271484","100.11668395996094","94.340339660644531","Autumn"
"144","12","1981","96.387886047363281","90.699821472167969","79.752708435058594","103.18154907226562","81.089118957519531","74.521507263183594","65.004859924316406","91.869331359863281","83.824798583984375","91.072158813476562","107.38358306884766","81.954505920410156","89.950736999511719","80.906051635742188","71.831161499023438","102.17879486083984","104.57992553710938","84.628822326660156","102.8321533203125","101.71164703369141","104.42385864257812","107.38465881347656","103.72441101074219","106.79607391357422","100.91805267333984","100.00948333740234","94.336112976074219","Winter"
"145","1","1982","96.436775207519531","90.977737426757812","80.082290649414062","103.45574951171875","81.4088134765625","74.547782897949219","65.51666259765625","93.141754150390625","83.835739135742188","91.08349609375","107.66024780273438","81.825126647949219","90.073097229003906","80.573165893554688","72.61767578125","102.38673400878906","105.18238830566406","84.195686340332031","102.7552490234375","102.00782775878906","104.74478149414062","107.70963287353516","103.65667724609375","107.58911895751953","100.82548522949219","100.78392028808594","95.062278747558594","Winter"
"146","2","1982","99.725929260253906","94.108512878417969","83.008872985839844","107.80713653564453","84.07672119140625","77.754257202148438","67.828926086425781","96.1236572265625","85.940093994140625","94.446136474609375","110.98911285400391","84.372200012207031","93.073829650878906","84.278999328613281","74.491355895996094","105.80589294433594","107.79290008544922","88.198936462402344","105.5299072265625","104.77150726318359","107.55179595947266","110.15378570556641","108.3466796875","112.86100769042969","104.75257110595703","103.61943817138672","97.567611694335938","Winter"
"147","3","1982","104.53312683105469","98.435379028320312","86.997024536132812","114.70420074462891","87.298835754394531","83.001945495605469","70.232421875","99.487419128417969","88.950881958007812","100.03061676025391","117.23464965820312","88.019706726074219","96.999893188476562","91.225311279296875","75.910873413085938","110.6312255859375","109.61766052246094","96.510322570800781","109.37683868408203","107.79875946044922","110.28448486328125","112.12057495117188","116.97479248046875","120.81906890869141","112.12143707275391","106.52081298828125","99.404693603515625","Spring"
"148","4","1982","104.59207153320312","98.586448669433594","87.236923217773438","114.64381408691406","87.862403869628906","82.777511596679688","70.599021911621094","100.38665771484375","89.15887451171875","99.966659545898438","116.94228363037109","88.213119506835938","97.113197326660156","90.805305480957031","76.445632934570312","110.65705108642578","110.20092010498047","96.094123840332031","109.28929901123047","107.97889709472656","110.49443054199219","112.40862274169922","116.60722351074219","120.88605499267578","111.70967864990234","106.84590911865234","99.928657531738281","Spring"
"149","5","1982","103.3388671875","97.509284973144531","86.14727783203125","113.04813385009766","87.325843811035156","81.936378479003906","69.546707153320312","98.980438232421875","88.392005920410156","98.970237731933594","116.50563049316406","87.557647705078125","96.117523193359375","89.80767822265625","75.641250610351562","109.62754821777344","108.4217529296875","95.124526977539062","108.78739166259766","107.17132568359375","109.86124420166016","111.85105133056641","115.23059844970703","119.05882263183594","110.68636322021484","105.51296234130859","98.67779541015625","Spring"
"150","6","1982","107.18338012695312","100.84050750732422","89.196823120117188","116.39441680908203","90.605880737304688","83.960945129394531","72.696853637695312","103.23126983642578","90.530166625976562","102.12938690185547","119.10537719726562","90.248489379882812","99.557113647460938","92.248077392578125","78.770301818847656","113.05113220214844","112.96184539794922","97.001358032226562","112.04476165771484","110.54944610595703","113.68772888183594","115.83531188964844","118.04135894775391","123.35071563720703","112.86898040771484","109.50189208984375","102.9664306640625","Summer"
"151","7","1982","107.94367980957031","101.37494659423828","89.862884521484375","116.96305084228516","91.560333251953125","83.942756652832031","73.538612365722656","104.18694305419922","90.880546569824219","102.59014892578125","118.94629669189453","90.386550903320312","100.25003051757812","92.280387878417969","79.630424499511719","113.32484436035156","114.15956878662109","96.7900390625","112.04689788818359","110.79850769042969","113.84355926513672","115.98165130615234","118.03842163085938","124.22663879394531","112.80115509033203","110.11239624023438","103.86854553222656","Summer"
"152","8","1982","113.48906707763672","106.40931701660156","94.699821472167969","125.13018798828125","95.907173156738281","90.509391784667969","76.408599853515625","108.17487335205078","94.631843566894531","109.23484039306641","126.42972564697266","94.379478454589844","105.04256439208984","100.97090148925781","81.375625610351562","118.77146911621094","116.30585479736328","107.01454925537109","116.07749938964844","114.00786590576172","116.2591552734375","117.33165740966797","128.412841796875","133.59837341308594","122.46987915039062","113.10715484619141","105.56988525390625","Summer"
"153","9","1982","114.57735443115234","107.35762023925781","95.775718688964844","126.82286071777344","96.676651000976562","91.331321716308594","77.20806884765625","109.146484375","95.630447387695312","110.45972442626953","127.77735900878906","95.204597473144531","106.09732818603516","102.60881042480469","81.891120910644531","119.57205963134766","116.87657165527344","108.96158599853516","116.3983154296875","114.42164611816406","116.28885650634766","117.1336669921875","130.22221374511719","135.19485473632812","124.12302398681641","113.70089721679688","105.98529815673828","Autumn"
"154","10","1982","111.19163513183594","104.61653900146484","93.483261108398438","122.34588623046875","94.731178283691406","87.116073608398438","76.458419799804688","107.31514739990234","93.807319641113281","106.18728637695312","122.45140075683594","92.432151794433594","103.73210144042969","96.788230895996094","82.096923828125","116.30201721191406","117.78470611572266","102.0235595703125","112.88428497314453","112.57514953613281","114.25013732910156","115.43198394775391","123.48933410644531","130.74290466308594","118.88102722167969","112.34400939941406","105.68733215332031","Autumn"
"155","11","1982","110.28640747070312","103.66049194335938","92.677886962890625","120.48220825195312","94.447929382324219","85.79815673828125","76.140174865722656","107.09064483642578","92.847702026367188","105.13381195068359","121.13597869873047","91.821250915527344","102.82514190673828","95.542984008789062","82.0198974609375","115.02185821533203","117.92267608642578","100.39456176757812","111.57545471191406","111.5440673828125","112.93717193603516","114.36942291259766","121.43927764892578","128.64683532714844","117.35887145996094","112.12858581542969","105.32887268066406","Autumn"
"156","12","1982","108.73098754882812","101.82470703125","90.526153564453125","117.00448608398438","93.07818603515625","83.904258728027344","74.131294250488281","103.93763732910156","91.015922546386719","103.98726654052734","120.50380706787109","90.902740478515625","100.77041625976562","94.918800354003906","79.988525390625","113.44601440429688","115.13574981689453","99.946380615234375","111.15791320800781","110.00428009033203","111.49435424804688","113.26576995849609","119.70269012451172","124.58847045898438","116.56308746337891","110.53250885009766","102.88410186767578","Winter"
"157","1","1983","109.20114898681641","102.1396484375","90.661491394042969","117.35187530517578","93.203727722167969","84.653770446777344","73.9075927734375","103.47174072265625","91.045394897460938","104.84439086914062","121.83588409423828","91.283424377441406","100.58290863037109","96.405166625976562","79.856185913085938","113.99089813232422","114.64086151123047","101.86393737792969","111.74854278564453","110.0860595703125","111.28263092041016","112.95777130126953","121.37406158447266","124.97948455810547","118.67484283447266","110.93804931640625","102.31287384033203","Winter"
"158","2","1983","110.13553619384766","102.82561492919922","91.541091918945312","117.94728851318359","94.334587097167969","84.712211608886719","74.936912536621094","104.64893341064453","91.80426025390625","105.49634552001953","122.24411010742188","91.717704772949219","101.32505035400391","96.902702331542969","80.519454956054688","114.27684783935547","115.24407196044922","102.30226135253906","111.84850311279297","110.30585479736328","111.39723968505859","113.08451080322266","121.48214721679688","125.81361389160156","118.51881408691406","111.56919097900391","103.4722900390625","Winter"
"159","3","1983","110.63270568847656","102.89085388183594","91.626693725585938","117.67008972167969","94.992706298828125","84.262321472167969","75.218269348144531","104.87022399902344","91.502021789550781","105.66599273681641","122.33925628662109","91.770103454589844","101.39064788818359","96.779388427734375","80.790290832519531","114.06589508056641","115.39162445068359","102.36509704589844","111.52963256835938","110.24252319335938","110.91173553466797","112.59403991699219","120.87550354003906","125.92591857910156","117.94456481933594","111.69768524169922","104.12300872802734","Spring"
"160","4","1983","111.41716003417969","104.11013031005859","92.962448120117188","118.06027221679688","97.825942993164062","84.156883239746094","76.7490234375","107.15975189208984","92.605583190917969","107.08180236816406","124.67225646972656","92.710006713867188","103.77744293212891","98.012641906738281","81.690811157226562","115.08003997802734","116.72331237792969","104.08837127685547","112.50159454345703","111.68946075439453","111.97797393798828","113.83056640625","121.45644378662109","126.44320678710938","118.5550537109375","111.8448486328125","105.14163208007812","Spring"
"161","5","1983","111.75936889648438","104.23251342773438","92.954902648925781","117.53820037841797","98.421226501464844","83.591133117675781","76.921989440917969","107.77787017822266","92.262435913085938","107.32749938964844","124.82054901123047","93.213142395019531","103.70760345458984","98.176811218261719","82.240623474121094","115.27930450439453","117.98125457763672","104.18936157226562","112.65879821777344","111.82498168945312","111.89984130859375","113.99973297119141","121.52265167236328","126.02239227294922","119.33643341064453","111.91808319091797","105.33165740966797","Spring"
"162","6","1983","112.67442321777344","105.02913665771484","93.639518737792969","118.62382507324219","99.08184814453125","84.196617126464844","77.355506896972656","109.33089447021484","93.001678466796875","108.13188171386719","125.63021087646484","93.874298095703125","104.58961486816406","98.714569091796875","82.952033996582031","116.13018035888672","120.09366607666016","104.68775939941406","112.94832611083984","112.5130615234375","112.42233276367188","114.48648071289062","122.30983734130859","127.74789428710938","120.05338287353516","113.02234649658203","106.35562133789062","Summer"
"163","7","1983","113.15621185302734","105.50482940673828","94.198860168457031","119.429443359375","99.692054748535156","84.776557922363281","77.704208374023438","110.52662658691406","93.774932861328125","108.63072204589844","126.41531372070312","94.378997802734375","105.17338562011719","98.973793029785156","83.290245056152344","116.46643829345703","121.06078338623047","104.99576568603516","113.13971710205078","112.78001403808594","112.64473724365234","114.76261901855469","122.68730163574219","128.10627746582031","120.15299987792969","113.52071380615234","106.87324523925781","Summer"
"164","8","1983","114.34907531738281","106.25213623046875","94.731796264648438","120.49717712402344","100.45197296142578","85.48565673828125","77.906600952148438","111.86635589599609","94.221115112304688","109.45146179199219","126.91333770751953","95.160652160644531","106.07545471191406","99.421112060546875","83.832572937011719","117.33384704589844","123.34994506835938","105.35057830810547","113.64006042480469","113.58019256591797","113.18572235107422","115.39008331298828","123.56848907470703","129.26681518554688","120.93363952636719","114.73817443847656","107.94329071044922","Summer"
"165","9","1983","114.87393951416016","106.64787292480469","94.981880187988281","120.53215789794922","101.11318969726562","85.492378234863281","78.153396606445312","112.07183074951172","94.414436340332031","110.00909423828125","127.58971405029297","95.943191528320312","106.30079650878906","99.943588256835938","84.503860473632812","117.89714050292969","124.66532135009766","105.77013397216797","114.11643981933594","114.08720397949219","113.44165802001953","115.72776031494141","124.08507537841797","129.35786437988281","122.52747344970703","115.28636932373047","108.1175537109375","Autumn"
"166","10","1983","114.60764312744141","106.26192474365234","94.672142028808594","119.23905181884766","100.65687561035156","88.732200622558594","77.609024047851562","111.2008056640625","95.295166015625","109.96260833740234","129.67848205566406","95.393112182617188","105.83596801757812","99.978790283203125","84.182083129882812","117.43292236328125","123.18416595458984","106.59943389892578","113.96224212646484","113.4798583984375","112.67868804931641","115.12890625","123.36347961425781","127.57461547851562","124.41797637939453","114.52015686035156","107.13851928710938","Autumn"
"167","11","1983","115.37527465820312","106.77138519287109","95.220680236816406","119.74340057373047","101.36315155029297","89.622337341308594","78.301986694335938","112.25801849365234","95.345008850097656","110.38459014892578","129.62905883789062","95.969276428222656","106.42577362060547","100.03209686279297","84.712646484375","117.69801330566406","123.80598449707031","106.27378082275391","114.36542510986328","113.73014831542969","113.1630859375","115.91510009765625","123.28821563720703","127.73493957519531","123.97968292236328","115.18077850341797","108.36301422119141","Autumn"
"168","12","1983","116.31478881835938","107.22451019287109","95.392723083496094","120.2119140625","101.85529327392578","89.7666015625","78.391357421875","112.84403991699219","95.100654602050781","110.93021392822266","129.58201599121094","97.031410217285156","106.78688049316406","100.14118957519531","85.008476257324219","118.27821350097656","125.08358001708984","106.11267852783203","115.25627899169922","114.37764739990234","113.76109313964844","116.91289520263672","123.67467498779297","127.54507446289062","124.13364410400391","116.40153503417969","109.36309814453125","Winter"
"169","1","1984","116.89015960693359","107.65558624267578","96.155487060546875","119.94670867919922","103.98042297363281","89.796401977539062","79.781639099121094","113.93798828125","94.61517333984375","111.15496063232422","128.66487121582031","97.489662170410156","106.94911956787109","100.38709259033203","86.405014038085938","118.2353515625","126.38410186767578","105.29206848144531","115.16754150390625","114.45781707763672","113.73933410644531","117.09173583984375","123.01449584960938","127.15093231201172","123.95557403564453","117.11890411376953","110.27082061767578","Winter"
"170","2","1984","115.92073822021484","107.14198303222656","96.006576538085938","119.24898529052734","104.70005035400391","89.30584716796875","79.921356201171875","112.34660339355469","94.225074768066406","110.41700744628906","127.61815643310547","97.062263488769531","106.40933990478516","99.950736999511719","86.42193603515625","117.45735931396484","124.91458129882812","104.40740203857422","114.58684539794922","113.76982879638672","113.29705047607422","116.42942047119141","121.98681640625","126.40428924560547","123.33016204833984","115.87232208251953","109.52869415283203","Winter"
"171","3","1984","115.08238983154297","106.33377838134766","95.013847351074219","117.30928802490234","104.34764862060547","88.152099609375","79.452766418457031","110.39625549316406","92.749771118164062","109.59906005859375","126.94915771484375","96.592254638671875","105.36524200439453","99.35687255859375","86.047805786132812","116.89997100830078","123.01500701904297","103.6697998046875","114.88587188720703","113.51486968994141","113.35369873046875","116.62050628662109","120.78553771972656","124.58061218261719","123.00941467285156","115.45445251464844","108.71512603759766","Spring"
"172","4","1984","115.32470703125","106.31352233886719","94.620002746582031","116.61606597900391","103.1207275390625","87.964096069335938","80.103569030761719","111.18191528320312","90.234382629394531","109.4423828125","126.12751770019531","96.195793151855469","105.37672424316406","99.396675109863281","86.776100158691406","117.1695556640625","123.70997619628906","103.13038635253906","115.25756072998047","114.03276824951172","113.87741851806641","117.29999542236328","120.51105499267578","124.73838806152344","123.08003234863281","116.304931640625","109.50200653076172","Spring"
"173","5","1984","116.82502746582031","107.93719482421875","96.301338195800781","117.84511566162109","105.39117431640625","88.608222961425781","82.543670654296875","113.61006164550781","90.098609924316406","110.77570343017578","126.982421875","97.927223205566406","106.91351318359375","100.93251800537109","88.945457458496094","118.61823272705078","126.05963897705078","104.04143524169922","116.40409851074219","115.52720642089844","115.395751953125","119.05361175537109","121.59396362304688","126.37548828125","124.04893493652344","118.3017578125","111.85923767089844","Spring"
