"","Month","Year","U.S. agricultural imports","Bulk","Coffee, Unroasted","Rubber & Allied Products","Cocoa Beans","Raw Beet & Cane Sugar","Intermediates","Oils (ex. Soybean)","Live Animals","Sugars, Sweeteners, Beverage Bases","Cocoa Paste &  Butter","Consumer-Oriented","Wine & Beer","Fresh & Processed Fruit","Fresh & Processed Vegetables","Prepared & Snack Foods","Chocolate & Cocoa Products","Beef & Beef Products","Agricultural Related Products","Fish Products","Forest Products","Distilled Spirits","Season"
"46","10","1973","85.885810852050781","76.292854309082031","59.325508117675781","60.110992431640625","314.10406494140625","68.797897338867188","80.478744506835938","76.484687805175781","96.297233581542969","78.882072448730469","80.779472351074219","90.365264892578125","86.290138244628906","101.24597930908203","97.127777099609375","89.246162414550781","88.526840209960938","62.831306457519531","86.455940246582031","101.19309234619141","69.395240783691406","91.353141784667969","Autumn"
"47","11","1973","91.478843688964844","76.392280578613281","59.180267333984375","59.853492736816406","317.14697265625","68.604942321777344","83.401374816894531","77.483161926269531","96.625068664550781","79.994400024414062","82.613937377929688","97.115913391113281","93.956901550292969","132.3758544921875","97.968353271484375","89.904922485351562","89.782119750976562","62.985622406005859","93.750778198242188","111.73314666748047","76.109161376953125","93.737571716308594","Autumn"
"48","12","1973","91.038429260253906","76.217048645019531","59.513351440429688","58.799636840820312","318.99948120117188","67.991325378417969","83.5595703125","77.29351806640625","96.374778747558594","78.768936157226562","83.523162841796875","96.429664611816406","94.079391479492188","128.10960388183594","96.584007263183594","89.692375183105469","90.151878356933594","62.943332672119141","93.668746948242188","110.74445343017578","75.948028564453125","95.822212219238281","Winter"
"49","1","1974","91.531486511230469","74.901771545410156","58.414054870605469","55.379360198974609","330.68890380859375","66.788307189941406","84.591644287109375","78.019050598144531","95.719474792480469","77.488029479980469","85.709518432617188","97.317512512207031","97.43414306640625","129.67277526855469","95.619880676269531","89.717605590820312","91.237945556640625","62.700820922851562","94.70501708984375","110.92659759521484","76.66754150390625","99.789634704589844","Winter"
"50","2","1974","90.208778381347656","74.4478759765625","58.909175872802734","54.327262878417969","323.44534301757812","66.917701721191406","83.158271789550781","76.897659301757812","94.551139831542969","76.705223083496094","83.784767150878906","95.910209655761719","95.71661376953125","126.27948760986328","94.940277099609375","88.69403076171875","89.6121826171875","62.602272033691406","93.043563842773438","108.71456909179688","75.572906494140625","97.771537780761719","Winter"
"51","3","1974","89.217086791992188","73.514228820800781","58.347217559814453","53.769580841064453","313.37432861328125","66.597671508789062","82.006507873535156","75.650917053222656","94.162879943847656","76.668678283691406","81.953964233398438","94.9302978515625","93.972999572753906","125.40848541259766","94.814453125","87.916419982910156","88.443267822265625","62.207183837890625","91.97149658203125","107.39070892333984","75.036529541015625","96.01470947265625","Spring"
"52","4","1974","87.747848510742188","72.075172424316406","57.036727905273438","52.255336761474609","309.37338256835938","65.823532104492188","80.510787963867188","74.800010681152344","93.067642211914062","75.834892272949219","80.436576843261719","93.503150939941406","92.48211669921875","123.59917449951172","93.780601501464844","86.707870483398438","87.05047607421875","61.320281982421875","90.36639404296875","105.40761566162109","74.03521728515625","93.855575561523438","Spring"
"53","5","1974","87.701255798339844","72.049751281738281","57.443866729736328","52.561504364013672","305.07290649414062","66.17236328125","79.895599365234375","74.281105041503906","92.255088806152344","75.8807373046875","79.778182983398438","93.760749816894531","92.252601623535156","127.96397399902344","93.828727722167969","86.07452392578125","86.256027221679688","61.569534301757812","90.071136474609375","105.44539642333984","73.565383911132812","93.334571838378906","Spring"
"54","6","1974","87.7169189453125","72.208747863769531","57.705062866210938","52.539695739746094","306.2691650390625","66.044120788574219","80.050865173339844","74.808876037597656","92.648872375488281","75.774978637695312","80.668434143066406","93.655754089355469","92.462028503417969","125.04310607910156","93.912757873535156","86.610969543457031","86.933769226074219","61.459377288818359","90.268714904785156","105.40584564208984","73.7691650390625","93.974334716796875","Summer"
"55","7","1974","88.17767333984375","72.40313720703125","57.924152374267578","52.757347106933594","301.02096557617188","65.923484802246094","80.258872985839844","74.848922729492188","93.177108764648438","75.759666442871094","80.358711242675781","94.001312255859375","92.171287536621094","126.94100189208984","93.91015625","86.868316650390625","86.946945190429688","61.625011444091797","90.999221801757812","106.57307434082031","74.701087951660156","93.171401977539062","Summer"
"56","8","1974","88.731552124023438","73.1124267578125","58.619888305664062","53.268207550048828","304.4696044921875","66.368766784667969","80.962997436523438","75.32086181640625","93.685111999511719","75.985481262207031","81.2734375","94.458381652832031","92.741294860839844","126.16268157958984","94.375785827636719","87.598358154296875","87.735321044921875","61.865188598632812","91.646034240722656","107.12386322021484","75.143424987792969","94.489715576171875","Summer"
"57","9","1974","89.162757873535156","73.460433959960938","58.898708343505859","53.066989898681641","306.10116577148438","66.852729797363281","81.585868835449219","75.798271179199219","94.518226623535156","76.326484680175781","81.925559997558594","94.853507995605469","93.220329284667969","124.80709838867188","94.779403686523438","88.301864624023438","88.479888916015625","62.846096038818359","92.145965576171875","107.26914978027344","75.754524230957031","95.415870666503906","Autumn"
"58","10","1974","89.216064453125","72.913436889648438","58.300300598144531","52.403388977050781","304.30203247070312","66.646461486816406","81.318351745605469","75.662544250488281","93.863265991210938","75.545478820800781","81.116790771484375","95.131492614746094","93.723541259765625","125.97972106933594","94.024642944335938","87.728363037109375","87.637901306152344","65.347885131835938","92.092811584472656","107.68942260742188","75.844528198242188","93.927192687988281","Autumn"
"59","11","1974","88.145599365234375","72.674568176269531","58.195552825927734","51.858901977539062","300.46685791015625","66.685997009277344","80.617919921875","75.040031433105469","93.528236389160156","74.723785400390625","79.534881591796875","93.716880798339844","92.00103759765625","121.59095001220703","92.96966552734375","87.166114807128906","86.506477355957031","65.039894104003906","90.935211181640625","106.16439056396484","74.934822082519531","92.781608581542969","Autumn"
"60","12","1974","88.690597534179688","72.689804077148438","58.696243286132812","51.643642425537109","295.1563720703125","66.780914306640625","80.538551330566406","74.994239807128906","93.245529174804688","74.984344482421875","78.911392211914062","94.389938354492188","91.744956970214844","127.5711669921875","92.957313537597656","86.864677429199219","85.954849243164062","64.856956481933594","91.568351745605469","107.91636657714844","75.440605163574219","91.363365173339844","Winter"
